,GPS_point,Plot_size,_geolocation,_id,_notes,_submission_time,_uuid,area_in_hectare,crop_monsoon,crop_summer,crop_summer_001,crop_summer_1,crop_winter,crop_winter_001,crop_winter_1,deviceid,district,enum_name,harvest_date_mon,harvest_date_summ,harvest_date_winter,image,other_crop_monsoon,other_crop_summer,palika,plot_area,remarks,rounded_shape_area,shape,shape_area,sowing_date_mon,sowing_date_summ,sowing_date_winter,yield_mons,yield_summ,yield_summ_1,yield_winter,yield_winter_1,crop,yield,season
613,28.6870292 80.3345079 122.09326171875 4.877,Yes,"[28.6870292, 80.3345079]",363573666,[],2024-07-24T13:03:05,f5e0bbf0-4b18-4e15-9397-64011d6ac1c3,0.085,rice,maize,,,mustard,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,2024-11-08,2024-06-11,,1721799681488.jpg,,,Belauri,2.5,,827.54,28.68718265714799 80.33448614180088 0.0 0.0;28.686925888170684 80.33433258533478 0.0 0.0;28.68682970993805 80.3345987945795 0.0 0.0;28.687056772779584 80.33472217619419 0.0 0.0;28.68718265714799 80.33448614180088 0.0 0.0,827.5405346597576,2024-06-28,2024-02-09,,7058.82,1176.47,,1764.71,,mustard,1764.71,winter
613,28.6870292 80.3345079 122.09326171875 4.877,Yes,"[28.6870292, 80.3345079]",363573666,[],2024-07-24T13:03:05,f5e0bbf0-4b18-4e15-9397-64011d6ac1c3,0.085,rice,maize,,,mustard,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,2024-11-08,2024-06-11,,1721799681488.jpg,,,Belauri,2.5,,827.54,28.68718265714799 80.33448614180088 0.0 0.0;28.686925888170684 80.33433258533478 0.0 0.0;28.68682970993805 80.3345987945795 0.0 0.0;28.687056772779584 80.33472217619419 0.0 0.0;28.68718265714799 80.33448614180088 0.0 0.0,827.5405346597576,2024-06-28,2024-02-09,,7058.82,1176.47,,1764.71,,maize,1176.47,summer
613,28.6870292 80.3345079 122.09326171875 4.877,Yes,"[28.6870292, 80.3345079]",363573666,[],2024-07-24T13:03:05,f5e0bbf0-4b18-4e15-9397-64011d6ac1c3,0.085,rice,maize,,,mustard,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,2024-11-08,2024-06-11,,1721799681488.jpg,,,Belauri,2.5,,827.54,28.68718265714799 80.33448614180088 0.0 0.0;28.686925888170684 80.33433258533478 0.0 0.0;28.68682970993805 80.3345987945795 0.0 0.0;28.687056772779584 80.33472217619419 0.0 0.0;28.68718265714799 80.33448614180088 0.0 0.0,827.5405346597576,2024-06-28,2024-02-09,,7058.82,1176.47,,1764.71,,rice,7058.82,monsoon
614,28.6872871 80.3367866 117.10638427734375 4.507,Yes,"[28.6872871, 80.3367866]",363573685,[],2024-07-24T13:03:07,22897518-61a3-4240-9aaa-c72b4875dcea,0.051000000000000004,rice,maize,,,mustard,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,2024-11-11,2024-06-11,,1721800741067.jpg,,,Belauri,1.5,Sabai thauma dhan lagako,509.02,28.687405307400955 80.33677909523249 0.0 0.0;28.687307953121387 80.33661615103483 0.0 0.0;28.687119420860363 80.33673718571663 0.0 0.0;28.687243834543413 80.33693432807922 0.0 0.0;28.687405307400955 80.33677909523249 0.0 0.0,509.0244132145999,2024-06-16,2024-02-03,,6862.75,1960.78,,1666.67,,mustard,1666.67,winter
614,28.6872871 80.3367866 117.10638427734375 4.507,Yes,"[28.6872871, 80.3367866]",363573685,[],2024-07-24T13:03:07,22897518-61a3-4240-9aaa-c72b4875dcea,0.051000000000000004,rice,maize,,,mustard,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,2024-11-11,2024-06-11,,1721800741067.jpg,,,Belauri,1.5,Sabai thauma dhan lagako,509.02,28.687405307400955 80.33677909523249 0.0 0.0;28.687307953121387 80.33661615103483 0.0 0.0;28.687119420860363 80.33673718571663 0.0 0.0;28.687243834543413 80.33693432807922 0.0 0.0;28.687405307400955 80.33677909523249 0.0 0.0,509.0244132145999,2024-06-16,2024-02-03,,6862.75,1960.78,,1666.67,,maize,1960.78,summer
614,28.6872871 80.3367866 117.10638427734375 4.507,Yes,"[28.6872871, 80.3367866]",363573685,[],2024-07-24T13:03:07,22897518-61a3-4240-9aaa-c72b4875dcea,0.051000000000000004,rice,maize,,,mustard,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,2024-11-11,2024-06-11,,1721800741067.jpg,,,Belauri,1.5,Sabai thauma dhan lagako,509.02,28.687405307400955 80.33677909523249 0.0 0.0;28.687307953121387 80.33661615103483 0.0 0.0;28.687119420860363 80.33673718571663 0.0 0.0;28.687243834543413 80.33693432807922 0.0 0.0;28.687405307400955 80.33677909523249 0.0 0.0,509.0244132145999,2024-06-16,2024-02-03,,6862.75,1960.78,,1666.67,,rice,6862.75,monsoon
615,28.685678 80.3353874 121.4422607421875 4.629,Yes,"[28.685678, 80.3353874]",363573706,[],2024-07-24T13:03:08,1cf2d248-6d9a-47f5-9d7a-ab28b66bb6b4,0.272,fallow,rice,,,wheat,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,,2024-07-14,2024-03-16,1721808317877.jpg,,,Belauri,8.0,Aile yo khali cha,2710.86,28.68551702999948 80.33492971211672 0.0 0.0;28.685886158555423 80.33514361828566 0.0 0.0;28.685658799048976 80.33572196960449 0.0 0.0;28.685342024372847 80.33562071621418 0.0 0.0;28.68551702999948 80.33492971211672 0.0 0.0,2710.856256511268,,2024-03-31,2023-11-07,,5882.35,,2757.35,,wheat,2757.35,winter
615,28.685678 80.3353874 121.4422607421875 4.629,Yes,"[28.685678, 80.3353874]",363573706,[],2024-07-24T13:03:08,1cf2d248-6d9a-47f5-9d7a-ab28b66bb6b4,0.272,fallow,rice,,,wheat,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,,2024-07-14,2024-03-16,1721808317877.jpg,,,Belauri,8.0,Aile yo khali cha,2710.86,28.68551702999948 80.33492971211672 0.0 0.0;28.685886158555423 80.33514361828566 0.0 0.0;28.685658799048976 80.33572196960449 0.0 0.0;28.685342024372847 80.33562071621418 0.0 0.0;28.68551702999948 80.33492971211672 0.0 0.0,2710.856256511268,,2024-03-31,2023-11-07,,5882.35,,2757.35,,rice,5882.35,summer
615,28.685678 80.3353874 121.4422607421875 4.629,Yes,"[28.685678, 80.3353874]",363573706,[],2024-07-24T13:03:08,1cf2d248-6d9a-47f5-9d7a-ab28b66bb6b4,0.272,fallow,rice,,,wheat,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,,2024-07-14,2024-03-16,1721808317877.jpg,,,Belauri,8.0,Aile yo khali cha,2710.86,28.68551702999948 80.33492971211672 0.0 0.0;28.685886158555423 80.33514361828566 0.0 0.0;28.685658799048976 80.33572196960449 0.0 0.0;28.685342024372847 80.33562071621418 0.0 0.0;28.68551702999948 80.33492971211672 0.0 0.0,2710.856256511268,,2024-03-31,2023-11-07,,5882.35,,2757.35,,fallow,,monsoon
616,28.6858655 80.3382108 125.57659912109375 4.88,Yes,"[28.6858655, 80.3382108]",363573728,[],2024-07-24T13:03:10,179b58c1-ce07-4737-9419-bb0644661353,0.10200000000000001,fallow,rice,,,mustard,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,,2024-06-29,,1721810682222.jpg,,,Belauri,3.0,Aile yo khali cha,1020.63,28.685917041762067 80.33849537372589 0.0 0.0;28.68570115325057 80.33843904733658 0.0 0.0;28.68584174554702 80.33801157027483 0.0 0.0;28.686035574365878 80.33809404820204 0.0 0.0;28.685917041762067 80.33849537372589 0.0 0.0,1020.6268188344657,,2024-02-24,,,3921.57,,735.29,,mustard,735.29,winter
616,28.6858655 80.3382108 125.57659912109375 4.88,Yes,"[28.6858655, 80.3382108]",363573728,[],2024-07-24T13:03:10,179b58c1-ce07-4737-9419-bb0644661353,0.10200000000000001,fallow,rice,,,mustard,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,,2024-06-29,,1721810682222.jpg,,,Belauri,3.0,Aile yo khali cha,1020.63,28.685917041762067 80.33849537372589 0.0 0.0;28.68570115325057 80.33843904733658 0.0 0.0;28.68584174554702 80.33801157027483 0.0 0.0;28.686035574365878 80.33809404820204 0.0 0.0;28.685917041762067 80.33849537372589 0.0 0.0,1020.6268188344657,,2024-02-24,,,3921.57,,735.29,,rice,3921.57,summer
616,28.6858655 80.3382108 125.57659912109375 4.88,Yes,"[28.6858655, 80.3382108]",363573728,[],2024-07-24T13:03:10,179b58c1-ce07-4737-9419-bb0644661353,0.10200000000000001,fallow,rice,,,mustard,,,collect:2P6hKkOefcmLcH80,Kanchanpur,Dejina Thapa,,2024-06-29,,1721810682222.jpg,,,Belauri,3.0,Aile yo khali cha,1020.63,28.685917041762067 80.33849537372589 0.0 0.0;28.68570115325057 80.33843904733658 0.0 0.0;28.68584174554702 80.33801157027483 0.0 0.0;28.686035574365878 80.33809404820204 0.0 0.0;28.685917041762067 80.33849537372589 0.0 0.0,1020.6268188344657,,2024-02-24,,,3921.57,,735.29,,fallow,,monsoon
628,28.7244976 80.3888967 144.3000030517578 4.62,Yes,"[28.7244976, 80.3888967]",363629960,[],2024-07-24T15:00:08,d15132bb-8aa5-4b28-80b1-27427602bf64,0.051000000000000004,rice,fallow,,,potato,,,collect:wvVomPI1k5UwGRM5,Kanchanpur,Bishnu Gautam,2024-10-02,,,1721789463529.jpg,,,Belauri,1.5,"Hajari dhan
Local alu",585.69,28.724205501878355 80.3889986872673 0.0 0.0;28.724507752070938 80.38910865783691 0.0 0.0;28.724541858068932 80.38899533450603 0.0 0.0;28.724430719517297 80.38895074278116 0.0 0.0;28.72445218279176 80.3888437896967 0.0 0.0;28.7243392800383 80.38880053907633 0.0 0.0;28.724315464598185 80.38890145719051 0.0 0.0;28.72422520109068 80.38887228816748 0.0 0.0;28.724205501878355 80.3889986872673 0.0 0.0,585.6872697743939,2024-07-04,,,3921.57,,,5882.35,,potato,5882.35,winter
628,28.7244976 80.3888967 144.3000030517578 4.62,Yes,"[28.7244976, 80.3888967]",363629960,[],2024-07-24T15:00:08,d15132bb-8aa5-4b28-80b1-27427602bf64,0.051000000000000004,rice,fallow,,,potato,,,collect:wvVomPI1k5UwGRM5,Kanchanpur,Bishnu Gautam,2024-10-02,,,1721789463529.jpg,,,Belauri,1.5,"Hajari dhan
Local alu",585.69,28.724205501878355 80.3889986872673 0.0 0.0;28.724507752070938 80.38910865783691 0.0 0.0;28.724541858068932 80.38899533450603 0.0 0.0;28.724430719517297 80.38895074278116 0.0 0.0;28.72445218279176 80.3888437896967 0.0 0.0;28.7243392800383 80.38880053907633 0.0 0.0;28.724315464598185 80.38890145719051 0.0 0.0;28.72422520109068 80.38887228816748 0.0 0.0;28.724205501878355 80.3889986872673 0.0 0.0,585.6872697743939,2024-07-04,,,3921.57,,,5882.35,,fallow,,summer
628,28.7244976 80.3888967 144.3000030517578 4.62,Yes,"[28.7244976, 80.3888967]",363629960,[],2024-07-24T15:00:08,d15132bb-8aa5-4b28-80b1-27427602bf64,0.051000000000000004,rice,fallow,,,potato,,,collect:wvVomPI1k5UwGRM5,Kanchanpur,Bishnu Gautam,2024-10-02,,,1721789463529.jpg,,,Belauri,1.5,"Hajari dhan
Local alu",585.69,28.724205501878355 80.3889986872673 0.0 0.0;28.724507752070938 80.38910865783691 0.0 0.0;28.724541858068932 80.38899533450603 0.0 0.0;28.724430719517297 80.38895074278116 0.0 0.0;28.72445218279176 80.3888437896967 0.0 0.0;28.7243392800383 80.38880053907633 0.0 0.0;28.724315464598185 80.38890145719051 0.0 0.0;28.72422520109068 80.38887228816748 0.0 0.0;28.724205501878355 80.3889986872673 0.0 0.0,585.6872697743939,2024-07-04,,,3921.57,,,5882.35,,rice,3921.57,monsoon
629,28.7230763 80.3913474 123.80000000000001 2.4,Yes,"[28.7230763, 80.3913474]",363630055,[],2024-07-24T15:00:14,b53c985f-cb77-481d-840a-2b301c7b78e7,0.20400000000000001,rice,maize,,,potato,,,collect:wvVomPI1k5UwGRM5,Kanchanpur,Bishnu Gautam,2024-10-06,2024-06-08,,1721791031211.jpg,,,Belauri,6.0,,2069.57,28.722979733141816 80.39199102669954 0.0 0.0;28.72278420861547 80.39194207638502 0.0 0.0;28.7229609157597 80.39112869650126 0.0 0.0;28.72306176512745 80.39115786552429 0.0 0.0;28.723102046043053 80.39101537317038 0.0 0.0;28.72320554146312 80.39104755967855 0.0 0.0;28.722979733141816 80.39199102669954 0.0 0.0,2069.5658349221544,2024-06-23,2024-02-16,,5882.35,3431.37,,4411.76,,potato,4411.76,winter
629,28.7230763 80.3913474 123.80000000000001 2.4,Yes,"[28.7230763, 80.3913474]",363630055,[],2024-07-24T15:00:14,b53c985f-cb77-481d-840a-2b301c7b78e7,0.20400000000000001,rice,maize,,,potato,,,collect:wvVomPI1k5UwGRM5,Kanchanpur,Bishnu Gautam,2024-10-06,2024-06-08,,1721791031211.jpg,,,Belauri,6.0,,2069.57,28.722979733141816 80.39199102669954 0.0 0.0;28.72278420861547 80.39194207638502 0.0 0.0;28.7229609157597 80.39112869650126 0.0 0.0;28.72306176512745 80.39115786552429 0.0 0.0;28.723102046043053 80.39101537317038 0.0 0.0;28.72320554146312 80.39104755967855 0.0 0.0;28.722979733141816 80.39199102669954 0.0 0.0,2069.5658349221544,2024-06-23,2024-02-16,,5882.35,3431.37,,4411.76,,maize,3431.37,summer
629,28.7230763 80.3913474 123.80000000000001 2.4,Yes,"[28.7230763, 80.3913474]",363630055,[],2024-07-24T15:00:14,b53c985f-cb77-481d-840a-2b301c7b78e7,0.20400000000000001,rice,maize,,,potato,,,collect:wvVomPI1k5UwGRM5,Kanchanpur,Bishnu Gautam,2024-10-06,2024-06-08,,1721791031211.jpg,,,Belauri,6.0,,2069.57,28.722979733141816 80.39199102669954 0.0 0.0;28.72278420861547 80.39194207638502 0.0 0.0;28.7229609157597 80.39112869650126 0.0 0.0;28.72306176512745 80.39115786552429 0.0 0.0;28.723102046043053 80.39101537317038 0.0 0.0;28.72320554146312 80.39104755967855 0.0 0.0;28.722979733141816 80.39199102669954 0.0 0.0,2069.5658349221544,2024-06-23,2024-02-16,,5882.35,3431.37,,4411.76,,rice,5882.35,monsoon
630,28.7219633 80.3931069 121.1 2.0,Yes,"[28.7219633, 80.3931069]",363630101,[],2024-07-24T15:00:19,fa4faf13-475e-4727-ab7f-733447f2b229,0.051000000000000004,fallow,other_summer,,,potato,,,collect:wvVomPI1k5UwGRM5,Kanchanpur,Bishnu Gautam,,,,1721792005272.jpg,,vegetable_mixes,Belauri,1.5,Alu tarkari matra lagaune,522.03,28.721862151184364 80.39313197135925 0.0 0.0; 28.721970352222385 80.39320673793554 0.0 0.0; 28.722113247986886 80.39326641708612 0.0 0.0; 28.72218557786733 80.39312291890383 0.0 0.0; 28.72194536014474 80.39298713207245 0.0 0.0; 28.721862151184364 80.39313197135925 0.0 0.0,522.030825646934,,,,,1960.78,,5882.35,,potato,5882.35,winter
630,28.7219633 80.3931069 121.1 2.0,Yes,"[28.7219633, 80.3931069]",363630101,[],2024-07-24T15:00:19,fa4faf13-475e-4727-ab7f-733447f2b229,0.051000000000000004,fallow,other_summer,,,potato,,,collect:wvVomPI1k5UwGRM5,Kanchanpur,Bishnu Gautam,,,,1721792005272.jpg,,vegetable_mixes,Belauri,1.5,Alu tarkari matra lagaune,522.03,28.721862151184364 80.39313197135925 0.0 0.0; 28.721970352222385 80.39320673793554 0.0 0.0; 28.722113247986886 80.39326641708612 0.0 0.0; 28.72218557786733 80.39312291890383 0.0 0.0; 28.72194536014474 80.39298713207245 0.0 0.0; 28.721862151184364 80.39313197135925 0.0 0.0,522.030825646934,,,,,1960.78,,5882.35,,vegetable_mixes,1960.78,summer
630,28.7219633 80.3931069 121.1 2.0,Yes,"[28.7219633, 80.3931069]",363630101,[],2024-07-24T15:00:19,fa4faf13-475e-4727-ab7f-733447f2b229,0.051000000000000004,fallow,other_summer,,,potato,,,collect:wvVomPI1k5UwGRM5,Kanchanpur,Bishnu Gautam,,,,1721792005272.jpg,,vegetable_mixes,Belauri,1.5,Alu tarkari matra lagaune,522.03,28.721862151184364 80.39313197135925 0.0 0.0; 28.721970352222385 80.39320673793554 0.0 0.0; 28.722113247986886 80.39326641708612 0.0 0.0; 28.72218557786733 80.39312291890383 0.0 0.0; 28.72194536014474 80.39298713207245 0.0 0.0; 28.721862151184364 80.39313197135925 0.0 0.0,522.030825646934,,,,,1960.78,,5882.35,,fallow,,monsoon
631,28.7137329 80.3886188 122.9 1.8,Yes,"[28.7137329, 80.3886188]",363630170,[],2024-07-24T15:00:25,e000fcc8-c01b-4243-8a1e-b3cf0f22eb69,0.051000000000000004,rice,maize,,,mustard,,,collect:wvVomPI1k5UwGRM5,Kanchanpur,Bishnu Gautam,2024-10-04,2024-05-28,,1721801181488.jpg,,,Belauri,1.5,,541.1,28.71388730885903 80.38856584578753 0.0 0.0;28.713829087510106 80.38881864398718 0.0 0.0;28.713627370868718 80.38874421268702 0.0 0.0;28.71370470542882 80.38852091878653 0.0 0.0;28.71388730885903 80.38856584578753 0.0 0.0,541.0977466889901,2024-06-27,2024-02-17,,4411.76,1960.78,,980.39,,mustard,980.39,winter
631,28.7137329 80.3886188 122.9 1.8,Yes,"[28.7137329, 80.3886188]",363630170,[],2024-07-24T15:00:25,e000fcc8-c01b-4243-8a1e-b3cf0f22eb69,0.051000000000000004,rice,maize,,,mustard,,,collect:wvVomPI1k5UwGRM5,Kanchanpur,Bishnu Gautam,2024-10-04,2024-05-28,,1721801181488.jpg,,,Belauri,1.5,,541.1,28.71388730885903 80.38856584578753 0.0 0.0;28.713829087510106 80.38881864398718 0.0 0.0;28.713627370868718 80.38874421268702 0.0 0.0;28.71370470542882 80.38852091878653 0.0 0.0;28.71388730885903 80.38856584578753 0.0 0.0,541.0977466889901,2024-06-27,2024-02-17,,4411.76,1960.78,,980.39,,maize,1960.78,summer
631,28.7137329 80.3886188 122.9 1.8,Yes,"[28.7137329, 80.3886188]",363630170,[],2024-07-24T15:00:25,e000fcc8-c01b-4243-8a1e-b3cf0f22eb69,0.051000000000000004,rice,maize,,,mustard,,,collect:wvVomPI1k5UwGRM5,Kanchanpur,Bishnu Gautam,2024-10-04,2024-05-28,,1721801181488.jpg,,,Belauri,1.5,,541.1,28.71388730885903 80.38856584578753 0.0 0.0;28.713829087510106 80.38881864398718 0.0 0.0;28.713627370868718 80.38874421268702 0.0 0.0;28.71370470542882 80.38852091878653 0.0 0.0;28.71388730885903 80.38856584578753 0.0 0.0,541.0977466889901,2024-06-27,2024-02-17,,4411.76,1960.78,,980.39,,rice,4411.76,monsoon
632,28.7123268 80.3888426 118.80000000000001 3.009,Yes,"[28.7123268, 80.3888426]",363630246,[],2024-07-24T15:00:33,ca513a1e-4eeb-4f0c-87da-9ce080e50e9f,0.11900000000000001,other_monsoon,other_summer,,,vegetables,,,collect:wvVomPI1k5UwGRM5,Kanchanpur,Bishnu Gautam,,,,1721798615718.jpg,Bhanta,onion,Belauri,3.5,"Purai area onion lagako
Cauliflower  kartik ma lagako magma nikaler onion lagako 
Bhanta baisakh ma lagako",1200.34,28.712186820454576 80.38908183574677 0.0 0.0; 28.712384129103786 80.38860742002726 0.0 0.0; 28.712586142193608 80.3887378424406 0.0 0.0; 28.71235060724328 80.38918945938349 0.0 0.0; 28.712186820454576 80.38908183574677 0.0 0.0,1200.3376603786714,,,,4201.68,4201.68,,8403.36,,vegetables,8403.36,winter
632,28.7123268 80.3888426 118.80000000000001 3.009,Yes,"[28.7123268, 80.3888426]",363630246,[],2024-07-24T15:00:33,ca513a1e-4eeb-4f0c-87da-9ce080e50e9f,0.11900000000000001,other_monsoon,other_summer,,,vegetables,,,collect:wvVomPI1k5UwGRM5,Kanchanpur,Bishnu Gautam,,,,1721798615718.jpg,Bhanta,onion,Belauri,3.5,"Purai area onion lagako
Cauliflower  kartik ma lagako magma nikaler onion lagako 
Bhanta baisakh ma lagako",1200.34,28.712186820454576 80.38908183574677 0.0 0.0; 28.712384129103786 80.38860742002726 0.0 0.0; 28.712586142193608 80.3887378424406 0.0 0.0; 28.71235060724328 80.38918945938349 0.0 0.0; 28.712186820454576 80.38908183574677 0.0 0.0,1200.3376603786714,,,,4201.68,4201.68,,8403.36,,onion,4201.68,summer
632,28.7123268 80.3888426 118.80000000000001 3.009,Yes,"[28.7123268, 80.3888426]",363630246,[],2024-07-24T15:00:33,ca513a1e-4eeb-4f0c-87da-9ce080e50e9f,0.11900000000000001,other_monsoon,other_summer,,,vegetables,,,collect:wvVomPI1k5UwGRM5,Kanchanpur,Bishnu Gautam,,,,1721798615718.jpg,Bhanta,onion,Belauri,3.5,"Purai area onion lagako
Cauliflower  kartik ma lagako magma nikaler onion lagako 
Bhanta baisakh ma lagako",1200.34,28.712186820454576 80.38908183574677 0.0 0.0; 28.712384129103786 80.38860742002726 0.0 0.0; 28.712586142193608 80.3887378424406 0.0 0.0; 28.71235060724328 80.38918945938349 0.0 0.0; 28.712186820454576 80.38908183574677 0.0 0.0,1200.3376603786714,,,,4201.68,4201.68,,8403.36,,Bhanta,4201.68,monsoon
633,28.7122746 80.383272 118.30000000000001 4.8,Yes,"[28.7122746, 80.383272]",363630301,[],2024-07-24T15:00:39,632affa5-d4e7-4e12-bea1-d7cbc9d46f2d,0.051000000000000004,rice,maize,,,potato,,,collect:wvVomPI1k5UwGRM5,Kanchanpur,Bishnu Gautam,2024-09-26,2024-05-28,,1721805841771.jpg,,,Belauri,1.5,Hajari dhan,539.17,28.712306499515734 80.38300596177578 0.0 0.0;28.712405888902225 80.3830773755908 0.0 0.0;28.712290914780876 80.38326043635607 0.0 0.0;28.71231914373286 80.38328759372234 0.0 0.0;28.71222828176646 80.38342975080013 0.0 0.0;28.712107132355126 80.38330502808094 0.0 0.0;28.71213418514847 80.38324803113937 0.0 0.0;28.71216741302636 80.3832671418786 0.0 0.0;28.712306499515734 80.38300596177578 0.0 0.0,539.166421010701,2024-07-02,2024-02-21,,5882.35,2941.18,,5882.35,,potato,5882.35,winter
633,28.7122746 80.383272 118.30000000000001 4.8,Yes,"[28.7122746, 80.383272]",363630301,[],2024-07-24T15:00:39,632affa5-d4e7-4e12-bea1-d7cbc9d46f2d,0.051000000000000004,rice,maize,,,potato,,,collect:wvVomPI1k5UwGRM5,Kanchanpur,Bishnu Gautam,2024-09-26,2024-05-28,,1721805841771.jpg,,,Belauri,1.5,Hajari dhan,539.17,28.712306499515734 80.38300596177578 0.0 0.0;28.712405888902225 80.3830773755908 0.0 0.0;28.712290914780876 80.38326043635607 0.0 0.0;28.71231914373286 80.38328759372234 0.0 0.0;28.71222828176646 80.38342975080013 0.0 0.0;28.712107132355126 80.38330502808094 0.0 0.0;28.71213418514847 80.38324803113937 0.0 0.0;28.71216741302636 80.3832671418786 0.0 0.0;28.712306499515734 80.38300596177578 0.0 0.0,539.166421010701,2024-07-02,2024-02-21,,5882.35,2941.18,,5882.35,,maize,2941.18,summer
633,28.7122746 80.383272 118.30000000000001 4.8,Yes,"[28.7122746, 80.383272]",363630301,[],2024-07-24T15:00:39,632affa5-d4e7-4e12-bea1-d7cbc9d46f2d,0.051000000000000004,rice,maize,,,potato,,,collect:wvVomPI1k5UwGRM5,Kanchanpur,Bishnu Gautam,2024-09-26,2024-05-28,,1721805841771.jpg,,,Belauri,1.5,Hajari dhan,539.17,28.712306499515734 80.38300596177578 0.0 0.0;28.712405888902225 80.3830773755908 0.0 0.0;28.712290914780876 80.38326043635607 0.0 0.0;28.71231914373286 80.38328759372234 0.0 0.0;28.71222828176646 80.38342975080013 0.0 0.0;28.712107132355126 80.38330502808094 0.0 0.0;28.71213418514847 80.38324803113937 0.0 0.0;28.71216741302636 80.3832671418786 0.0 0.0;28.712306499515734 80.38300596177578 0.0 0.0,539.166421010701,2024-07-02,2024-02-21,,5882.35,2941.18,,5882.35,,rice,5882.35,monsoon
634,28.7095012 80.3829651 124.1 1.75,Yes,"[28.7095012, 80.3829651]",363630328,[],2024-07-24T15:00:43,7deed06f-adf5-4488-890d-56373adf76d6,0.051000000000000004,grassland,fallow,,,multiple_crops_1,lentil,mustard,collect:wvVomPI1k5UwGRM5,Kanchanpur,Bishnu Gautam,,,,1721807951751.jpg,,,Belauri,1.5,Lentil kam faleko,543.59,28.709373293889904 80.38317292928696 0.0 0.0;28.709514736569883 80.38322422653437 0.0 0.0;28.70953679102458 80.38307972252369 0.0 0.0;28.70960560089335 80.38289733231068 0.0 0.0;28.70943975138914 80.38285709917545 0.0 0.0;28.709373293889904 80.38317292928696 0.0 0.0,543.5948147719799,,,,,,,490.2,980.39,mustard,490.2,winter
634,28.7095012 80.3829651 124.1 1.75,Yes,"[28.7095012, 80.3829651]",363630328,[],2024-07-24T15:00:43,7deed06f-adf5-4488-890d-56373adf76d6,0.051000000000000004,grassland,fallow,,,multiple_crops_1,lentil,mustard,collect:wvVomPI1k5UwGRM5,Kanchanpur,Bishnu Gautam,,,,1721807951751.jpg,,,Belauri,1.5,Lentil kam faleko,543.59,28.709373293889904 80.38317292928696 0.0 0.0;28.709514736569883 80.38322422653437 0.0 0.0;28.70953679102458 80.38307972252369 0.0 0.0;28.70960560089335 80.38289733231068 0.0 0.0;28.70943975138914 80.38285709917545 0.0 0.0;28.709373293889904 80.38317292928696 0.0 0.0,543.5948147719799,,,,,,,490.2,980.39,lentil,980.39,winter
634,28.7095012 80.3829651 124.1 1.75,Yes,"[28.7095012, 80.3829651]",363630328,[],2024-07-24T15:00:43,7deed06f-adf5-4488-890d-56373adf76d6,0.051000000000000004,grassland,fallow,,,multiple_crops_1,lentil,mustard,collect:wvVomPI1k5UwGRM5,Kanchanpur,Bishnu Gautam,,,,1721807951751.jpg,,,Belauri,1.5,Lentil kam faleko,543.59,28.709373293889904 80.38317292928696 0.0 0.0;28.709514736569883 80.38322422653437 0.0 0.0;28.70953679102458 80.38307972252369 0.0 0.0;28.70960560089335 80.38289733231068 0.0 0.0;28.70943975138914 80.38285709917545 0.0 0.0;28.709373293889904 80.38317292928696 0.0 0.0,543.5948147719799,,,,,,,490.2,980.39,fallow,,summer
634,28.7095012 80.3829651 124.1 1.75,Yes,"[28.7095012, 80.3829651]",363630328,[],2024-07-24T15:00:43,7deed06f-adf5-4488-890d-56373adf76d6,0.051000000000000004,grassland,fallow,,,multiple_crops_1,lentil,mustard,collect:wvVomPI1k5UwGRM5,Kanchanpur,Bishnu Gautam,,,,1721807951751.jpg,,,Belauri,1.5,Lentil kam faleko,543.59,28.709373293889904 80.38317292928696 0.0 0.0;28.709514736569883 80.38322422653437 0.0 0.0;28.70953679102458 80.38307972252369 0.0 0.0;28.70960560089335 80.38289733231068 0.0 0.0;28.70943975138914 80.38285709917545 0.0 0.0;28.709373293889904 80.38317292928696 0.0 0.0,543.5948147719799,,,,,,,490.2,980.39,grassland,,monsoon
