,GPS_point,Plot_size,_geolocation,_id,_notes,_submission_time,_uuid,area_in_hectare,crop_monsoon,crop_summer,crop_summer_001,crop_summer_1,crop_winter,crop_winter_001,crop_winter_1,deviceid,district,enum_name,harvest_date_mon,harvest_date_summ,harvest_date_winter,image,other_crop_monsoon,other_crop_summer,palika,plot_area,remarks,rounded_shape_area,shape,shape_area,sowing_date_mon,sowing_date_summ,sowing_date_winter,yield_mons,yield_summ,yield_summ_1,yield_winter,yield_winter_1,crop,yield,season
804,28.5863608 81.1273227 117.5 2.066,Yes,"[28.5863608, 81.1273227]",364426134,[],2024-07-26T13:00:38,d7f3494c-4289-408f-a965-9236bc7fae1b,0.17,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-15,,,1721973665001.jpg,,,Janaki,5.0,,1632.95,28.5867277109424 81.12728543579578 0.0 0.0; 28.58659993957164 81.12755633890629 0.0 0.0; 28.586211619637044 81.12733203917742 0.0 0.0; 28.586279627250036 81.12720966339111 0.0 0.0; 28.586213091663755 81.12716507166624 0.0 0.0; 28.586294053101682 81.12700648605824 0.0 0.0; 28.5867277109424 81.12728543579578 0.0 0.0,1632.9475542949904,2024-06-21,,,4117.65,,,882.35,235.29,fallow,,summer
804,28.5863608 81.1273227 117.5 2.066,Yes,"[28.5863608, 81.1273227]",364426134,[],2024-07-26T13:00:38,d7f3494c-4289-408f-a965-9236bc7fae1b,0.17,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-15,,,1721973665001.jpg,,,Janaki,5.0,,1632.95,28.5867277109424 81.12728543579578 0.0 0.0; 28.58659993957164 81.12755633890629 0.0 0.0; 28.586211619637044 81.12733203917742 0.0 0.0; 28.586279627250036 81.12720966339111 0.0 0.0; 28.586213091663755 81.12716507166624 0.0 0.0; 28.586294053101682 81.12700648605824 0.0 0.0; 28.5867277109424 81.12728543579578 0.0 0.0,1632.9475542949904,2024-06-21,,,4117.65,,,882.35,235.29,rice,4117.65,monsoon
805,28.5826659 81.1273347 110.1 4.4,Yes,"[28.5826659, 81.1273347]",364426144,[],2024-07-26T13:00:40,b823fae2-d6ee-4086-b5ca-10ff1b3b3980,0.085,rice,multiple_crops,bottle_gourd,cucumber,potato,,,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-14,,,1721963387030.jpg,,,Janaki,2.5,,776.26,28.582430798211536 81.12756974995136 0.0 0.0; 28.582356605370627 81.1273967474699 0.0 0.0; 28.582626290208395 81.12721368670464 0.0 0.0; 28.582709020898818 81.12735114991665 0.0 0.0; 28.58264807694458 81.1273793131113 0.0 0.0; 28.582684290023106 81.12749297171831 0.0 0.0; 28.582430798211536 81.12756974995136 0.0 0.0,776.2626835547325,2024-06-29,,,5882.35,352.94,294.12,2352.94,,potato,2352.94,winter
805,28.5826659 81.1273347 110.1 4.4,Yes,"[28.5826659, 81.1273347]",364426144,[],2024-07-26T13:00:40,b823fae2-d6ee-4086-b5ca-10ff1b3b3980,0.085,rice,multiple_crops,bottle_gourd,cucumber,potato,,,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-14,,,1721963387030.jpg,,,Janaki,2.5,,776.26,28.582430798211536 81.12756974995136 0.0 0.0; 28.582356605370627 81.1273967474699 0.0 0.0; 28.582626290208395 81.12721368670464 0.0 0.0; 28.582709020898818 81.12735114991665 0.0 0.0; 28.58264807694458 81.1273793131113 0.0 0.0; 28.582684290023106 81.12749297171831 0.0 0.0; 28.582430798211536 81.12756974995136 0.0 0.0,776.2626835547325,2024-06-29,,,5882.35,352.94,294.12,2352.94,,cucumber,352.94,summer
805,28.5826659 81.1273347 110.1 4.4,Yes,"[28.5826659, 81.1273347]",364426144,[],2024-07-26T13:00:40,b823fae2-d6ee-4086-b5ca-10ff1b3b3980,0.085,rice,multiple_crops,bottle_gourd,cucumber,potato,,,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-14,,,1721963387030.jpg,,,Janaki,2.5,,776.26,28.582430798211536 81.12756974995136 0.0 0.0; 28.582356605370627 81.1273967474699 0.0 0.0; 28.582626290208395 81.12721368670464 0.0 0.0; 28.582709020898818 81.12735114991665 0.0 0.0; 28.58264807694458 81.1273793131113 0.0 0.0; 28.582684290023106 81.12749297171831 0.0 0.0; 28.582430798211536 81.12756974995136 0.0 0.0,776.2626835547325,2024-06-29,,,5882.35,352.94,294.12,2352.94,,bottle_gourd,294.12,summer
805,28.5826659 81.1273347 110.1 4.4,Yes,"[28.5826659, 81.1273347]",364426144,[],2024-07-26T13:00:40,b823fae2-d6ee-4086-b5ca-10ff1b3b3980,0.085,rice,multiple_crops,bottle_gourd,cucumber,potato,,,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-14,,,1721963387030.jpg,,,Janaki,2.5,,776.26,28.582430798211536 81.12756974995136 0.0 0.0; 28.582356605370627 81.1273967474699 0.0 0.0; 28.582626290208395 81.12721368670464 0.0 0.0; 28.582709020898818 81.12735114991665 0.0 0.0; 28.58264807694458 81.1273793131113 0.0 0.0; 28.582684290023106 81.12749297171831 0.0 0.0; 28.582430798211536 81.12756974995136 0.0 0.0,776.2626835547325,2024-06-29,,,5882.35,352.94,294.12,2352.94,,rice,5882.35,monsoon
806,28.5789794 81.1206905 112.69999999999999 1.6,Yes,"[28.5789794, 81.1206905]",364426155,[],2024-07-26T13:00:41,6ecbc63a-930d-446c-9c67-e94700c90688,0.136,rice,fallow,,,wheat,,,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-13,,2024-03-29,1721964804647.jpg,,,Janaki,4.0,,2082.21,28.578811775314232 81.12034153193235 0.0 0.0; 28.579123277627282 81.1206255108118 0.0 0.0; 28.578858883473707 81.12100169062614 0.0 0.0; 28.578548852511666 81.12069927155972 0.0 0.0; 28.578811775314232 81.12034153193235 0.0 0.0,2082.2075300325005,2024-06-25,,2023-11-30,2941.18,,,2941.18,,wheat,2941.18,winter
806,28.5789794 81.1206905 112.69999999999999 1.6,Yes,"[28.5789794, 81.1206905]",364426155,[],2024-07-26T13:00:41,6ecbc63a-930d-446c-9c67-e94700c90688,0.136,rice,fallow,,,wheat,,,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-13,,2024-03-29,1721964804647.jpg,,,Janaki,4.0,,2082.21,28.578811775314232 81.12034153193235 0.0 0.0; 28.579123277627282 81.1206255108118 0.0 0.0; 28.578858883473707 81.12100169062614 0.0 0.0; 28.578548852511666 81.12069927155972 0.0 0.0; 28.578811775314232 81.12034153193235 0.0 0.0,2082.2075300325005,2024-06-25,,2023-11-30,2941.18,,,2941.18,,fallow,,summer
806,28.5789794 81.1206905 112.69999999999999 1.6,Yes,"[28.5789794, 81.1206905]",364426155,[],2024-07-26T13:00:41,6ecbc63a-930d-446c-9c67-e94700c90688,0.136,rice,fallow,,,wheat,,,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-13,,2024-03-29,1721964804647.jpg,,,Janaki,4.0,,2082.21,28.578811775314232 81.12034153193235 0.0 0.0; 28.579123277627282 81.1206255108118 0.0 0.0; 28.578858883473707 81.12100169062614 0.0 0.0; 28.578548852511666 81.12069927155972 0.0 0.0; 28.578811775314232 81.12034153193235 0.0 0.0,2082.2075300325005,2024-06-25,,2023-11-30,2941.18,,,2941.18,,rice,2941.18,monsoon
807,28.5763833 81.1262549 111.5 4.395,Yes,"[28.5763833, 81.1262549]",364426163,[],2024-07-26T13:00:43,8a9e9816-685b-4c47-a7d9-c28d67c2530f,0.136,rice,fallow,,,wheat,,,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-14,,2024-03-29,1721968303716.jpg,,,Janaki,4.0,,1751.6,28.57599820222965 81.12596780061722 0.0 0.0; 28.57655055884753 81.12611196935177 0.0 0.0; 28.57656086398075 81.1262708902359 0.0 0.0; 28.576484017105855 81.12643014639616 0.0 0.0; 28.575964931189365 81.12618874758482 0.0 0.0; 28.57599820222965 81.12596780061722 0.0 0.0,1751.5971618695617,2024-06-27,,2023-11-01,2941.18,,,2205.88,,wheat,2205.88,winter
807,28.5763833 81.1262549 111.5 4.395,Yes,"[28.5763833, 81.1262549]",364426163,[],2024-07-26T13:00:43,8a9e9816-685b-4c47-a7d9-c28d67c2530f,0.136,rice,fallow,,,wheat,,,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-14,,2024-03-29,1721968303716.jpg,,,Janaki,4.0,,1751.6,28.57599820222965 81.12596780061722 0.0 0.0; 28.57655055884753 81.12611196935177 0.0 0.0; 28.57656086398075 81.1262708902359 0.0 0.0; 28.576484017105855 81.12643014639616 0.0 0.0; 28.575964931189365 81.12618874758482 0.0 0.0; 28.57599820222965 81.12596780061722 0.0 0.0,1751.5971618695617,2024-06-27,,2023-11-01,2941.18,,,2205.88,,fallow,,summer
807,28.5763833 81.1262549 111.5 4.395,Yes,"[28.5763833, 81.1262549]",364426163,[],2024-07-26T13:00:43,8a9e9816-685b-4c47-a7d9-c28d67c2530f,0.136,rice,fallow,,,wheat,,,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-14,,2024-03-29,1721968303716.jpg,,,Janaki,4.0,,1751.6,28.57599820222965 81.12596780061722 0.0 0.0; 28.57655055884753 81.12611196935177 0.0 0.0; 28.57656086398075 81.1262708902359 0.0 0.0; 28.576484017105855 81.12643014639616 0.0 0.0; 28.575964931189365 81.12618874758482 0.0 0.0; 28.57599820222965 81.12596780061722 0.0 0.0,1751.5971618695617,2024-06-27,,2023-11-01,2941.18,,,2205.88,,rice,2941.18,monsoon
808,28.5854305 81.1256427 104.0 3.04,Yes,"[28.5854305, 81.1256427]",364426173,[],2024-07-26T13:00:45,5c3eaf12-1704-4c93-9eaa-7153ea7854eb,0.10200000000000001,rice,maize,,,mustard,,,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-15,2024-06-07,,1721972137394.jpg,,,Janaki,3.0,,944.32,28.585596899477242 81.12549304962158 0.0 0.0; 28.585359312705467 81.12572841346264 0.0 0.0; 28.585475898102942 81.12586218863726 0.0 0.0; 28.585524769721015 81.1258102208376 0.0 0.0; 28.58559866591963 81.12588699907064 0.0 0.0; 28.585784731018457 81.12570829689503 0.0 0.0; 28.585596899477242 81.12549304962158 0.0 0.0,944.3227830217713,2024-06-26,2024-02-21,,2450.98,1960.78,,588.24,,mustard,588.24,winter
808,28.5854305 81.1256427 104.0 3.04,Yes,"[28.5854305, 81.1256427]",364426173,[],2024-07-26T13:00:45,5c3eaf12-1704-4c93-9eaa-7153ea7854eb,0.10200000000000001,rice,maize,,,mustard,,,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-15,2024-06-07,,1721972137394.jpg,,,Janaki,3.0,,944.32,28.585596899477242 81.12549304962158 0.0 0.0; 28.585359312705467 81.12572841346264 0.0 0.0; 28.585475898102942 81.12586218863726 0.0 0.0; 28.585524769721015 81.1258102208376 0.0 0.0; 28.58559866591963 81.12588699907064 0.0 0.0; 28.585784731018457 81.12570829689503 0.0 0.0; 28.585596899477242 81.12549304962158 0.0 0.0,944.3227830217713,2024-06-26,2024-02-21,,2450.98,1960.78,,588.24,,maize,1960.78,summer
808,28.5854305 81.1256427 104.0 3.04,Yes,"[28.5854305, 81.1256427]",364426173,[],2024-07-26T13:00:45,5c3eaf12-1704-4c93-9eaa-7153ea7854eb,0.10200000000000001,rice,maize,,,mustard,,,collect:vMbtzXgDKuUIEZJM,Kailali,Sabita Khatri,2024-10-15,2024-06-07,,1721972137394.jpg,,,Janaki,3.0,,944.32,28.585596899477242 81.12549304962158 0.0 0.0; 28.585359312705467 81.12572841346264 0.0 0.0; 28.585475898102942 81.12586218863726 0.0 0.0; 28.585524769721015 81.1258102208376 0.0 0.0; 28.58559866591963 81.12588699907064 0.0 0.0; 28.585784731018457 81.12570829689503 0.0 0.0; 28.585596899477242 81.12549304962158 0.0 0.0,944.3227830217713,2024-06-26,2024-02-21,,2450.98,1960.78,,588.24,,rice,2450.98,monsoon
809,28.5799112 81.1293717 70.0999984741211 4.58,Yes,"[28.5799112, 81.1293717]",364435085,[],2024-07-26T13:25:04,4a1e82e3-6cab-44a5-bf9f-ca84a221500c,0.40800000000000003,rice,fallow,,,wheat,,,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-14,,2024-03-30,1721964547819.jpg,,,Janaki,12.0,,3938.3,28.57964499777122 81.12931553274393 0.0 0.0; 28.58032246459266 81.13016679883003 0.0 0.0; 28.5805506412663 81.12989723682404 0.0 0.0; 28.57981134704726 81.1290392652154 0.0 0.0; 28.57964499777122 81.12931553274393 0.0 0.0,3938.302390062684,2024-06-21,,2023-11-06,3676.47,,,3676.47,,wheat,3676.47,winter
809,28.5799112 81.1293717 70.0999984741211 4.58,Yes,"[28.5799112, 81.1293717]",364435085,[],2024-07-26T13:25:04,4a1e82e3-6cab-44a5-bf9f-ca84a221500c,0.40800000000000003,rice,fallow,,,wheat,,,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-14,,2024-03-30,1721964547819.jpg,,,Janaki,12.0,,3938.3,28.57964499777122 81.12931553274393 0.0 0.0; 28.58032246459266 81.13016679883003 0.0 0.0; 28.5805506412663 81.12989723682404 0.0 0.0; 28.57981134704726 81.1290392652154 0.0 0.0; 28.57964499777122 81.12931553274393 0.0 0.0,3938.302390062684,2024-06-21,,2023-11-06,3676.47,,,3676.47,,fallow,,summer
809,28.5799112 81.1293717 70.0999984741211 4.58,Yes,"[28.5799112, 81.1293717]",364435085,[],2024-07-26T13:25:04,4a1e82e3-6cab-44a5-bf9f-ca84a221500c,0.40800000000000003,rice,fallow,,,wheat,,,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-14,,2024-03-30,1721964547819.jpg,,,Janaki,12.0,,3938.3,28.57964499777122 81.12931553274393 0.0 0.0; 28.58032246459266 81.13016679883003 0.0 0.0; 28.5805506412663 81.12989723682404 0.0 0.0; 28.57981134704726 81.1290392652154 0.0 0.0; 28.57964499777122 81.12931553274393 0.0 0.0,3938.302390062684,2024-06-21,,2023-11-06,3676.47,,,3676.47,,rice,3676.47,monsoon
810,28.5753501 81.1286928 121.0133056640625 4.1,Yes,"[28.5753501, 81.1286928]",364435095,[],2024-07-26T13:25:06,cce2d728-ac55-46c6-b526-90bfbbacbff7,0.30600000000000005,rice,fallow,,,lentil,,,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-18,,,1721966317901.jpg,,,Janaki,9.0,,3054.53,28.575623976028517 81.12839587032795 0.0 0.0; 28.575273008940147 81.12892024219036 0.0 0.0; 28.574942651265317 81.12859569489956 0.0 0.0; 28.57513786274402 81.12818665802479 0.0 0.0; 28.575388722211922 81.12822353839874 0.0 0.0; 28.575623976028517 81.12839587032795 0.0 0.0,3054.5305240741855,2024-06-28,,,3267.97,,,163.4,,lentil,163.4,winter
810,28.5753501 81.1286928 121.0133056640625 4.1,Yes,"[28.5753501, 81.1286928]",364435095,[],2024-07-26T13:25:06,cce2d728-ac55-46c6-b526-90bfbbacbff7,0.30600000000000005,rice,fallow,,,lentil,,,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-18,,,1721966317901.jpg,,,Janaki,9.0,,3054.53,28.575623976028517 81.12839587032795 0.0 0.0; 28.575273008940147 81.12892024219036 0.0 0.0; 28.574942651265317 81.12859569489956 0.0 0.0; 28.57513786274402 81.12818665802479 0.0 0.0; 28.575388722211922 81.12822353839874 0.0 0.0; 28.575623976028517 81.12839587032795 0.0 0.0,3054.5305240741855,2024-06-28,,,3267.97,,,163.4,,fallow,,summer
810,28.5753501 81.1286928 121.0133056640625 4.1,Yes,"[28.5753501, 81.1286928]",364435095,[],2024-07-26T13:25:06,cce2d728-ac55-46c6-b526-90bfbbacbff7,0.30600000000000005,rice,fallow,,,lentil,,,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-18,,,1721966317901.jpg,,,Janaki,9.0,,3054.53,28.575623976028517 81.12839587032795 0.0 0.0; 28.575273008940147 81.12892024219036 0.0 0.0; 28.574942651265317 81.12859569489956 0.0 0.0; 28.57513786274402 81.12818665802479 0.0 0.0; 28.575388722211922 81.12822353839874 0.0 0.0; 28.575623976028517 81.12839587032795 0.0 0.0,3054.5305240741855,2024-06-28,,,3267.97,,,163.4,,rice,3267.97,monsoon
811,28.5751309 81.1274095 118.8660888671875 4.302,Yes,"[28.5751309, 81.1274095]",364435101,[],2024-07-26T13:25:07,4143311e-70ca-4c4d-9434-12deddc666a9,0.17,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-22,,,1721967291389.jpg,,,Janaki,5.0,,1814.6,28.575135801689573 81.12775515764952 0.0 0.0; 28.57536075082202 81.12747956067324 0.0 0.0; 28.57524739300782 81.1271308735013 0.0 0.0; 28.57486904201642 81.12724184989929 0.0 0.0; 28.575135801689573 81.12775515764952 0.0 0.0,1814.6048623102606,2024-06-24,,,1176.47,,,470.59,147.06,lentil,470.59,winter
811,28.5751309 81.1274095 118.8660888671875 4.302,Yes,"[28.5751309, 81.1274095]",364435101,[],2024-07-26T13:25:07,4143311e-70ca-4c4d-9434-12deddc666a9,0.17,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-22,,,1721967291389.jpg,,,Janaki,5.0,,1814.6,28.575135801689573 81.12775515764952 0.0 0.0; 28.57536075082202 81.12747956067324 0.0 0.0; 28.57524739300782 81.1271308735013 0.0 0.0; 28.57486904201642 81.12724184989929 0.0 0.0; 28.575135801689573 81.12775515764952 0.0 0.0,1814.6048623102606,2024-06-24,,,1176.47,,,470.59,147.06,mustard,147.06,winter
811,28.5751309 81.1274095 118.8660888671875 4.302,Yes,"[28.5751309, 81.1274095]",364435101,[],2024-07-26T13:25:07,4143311e-70ca-4c4d-9434-12deddc666a9,0.17,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-22,,,1721967291389.jpg,,,Janaki,5.0,,1814.6,28.575135801689573 81.12775515764952 0.0 0.0; 28.57536075082202 81.12747956067324 0.0 0.0; 28.57524739300782 81.1271308735013 0.0 0.0; 28.57486904201642 81.12724184989929 0.0 0.0; 28.575135801689573 81.12775515764952 0.0 0.0,1814.6048623102606,2024-06-24,,,1176.47,,,470.59,147.06,fallow,,summer
811,28.5751309 81.1274095 118.8660888671875 4.302,Yes,"[28.5751309, 81.1274095]",364435101,[],2024-07-26T13:25:07,4143311e-70ca-4c4d-9434-12deddc666a9,0.17,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-22,,,1721967291389.jpg,,,Janaki,5.0,,1814.6,28.575135801689573 81.12775515764952 0.0 0.0; 28.57536075082202 81.12747956067324 0.0 0.0; 28.57524739300782 81.1271308735013 0.0 0.0; 28.57486904201642 81.12724184989929 0.0 0.0; 28.575135801689573 81.12775515764952 0.0 0.0,1814.6048623102606,2024-06-24,,,1176.47,,,470.59,147.06,rice,1176.47,monsoon
812,28.5749229 81.1256755 104.42315673828125 4.704,Yes,"[28.5749229, 81.1256755]",364435109,[],2024-07-26T13:25:09,b9088912-7988-43e1-9c4f-42f6f7aaf7cb,0.085,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-14,,,1721968085444.jpg,,,Janaki,2.5,,784.13,28.57497091720323 81.12545616924763 0.0 0.0; 28.57510900797813 81.12568784505129 0.0 0.0; 28.57490849658023 81.12590745091438 0.0 0.0; 28.574791899468284 81.1256717517972 0.0 0.0; 28.57497091720323 81.12545616924763 0.0 0.0,784.1344502206305,2024-06-21,,,2941.18,,,235.29,176.47,lentil,235.29,winter
812,28.5749229 81.1256755 104.42315673828125 4.704,Yes,"[28.5749229, 81.1256755]",364435109,[],2024-07-26T13:25:09,b9088912-7988-43e1-9c4f-42f6f7aaf7cb,0.085,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-14,,,1721968085444.jpg,,,Janaki,2.5,,784.13,28.57497091720323 81.12545616924763 0.0 0.0; 28.57510900797813 81.12568784505129 0.0 0.0; 28.57490849658023 81.12590745091438 0.0 0.0; 28.574791899468284 81.1256717517972 0.0 0.0; 28.57497091720323 81.12545616924763 0.0 0.0,784.1344502206305,2024-06-21,,,2941.18,,,235.29,176.47,mustard,176.47,winter
812,28.5749229 81.1256755 104.42315673828125 4.704,Yes,"[28.5749229, 81.1256755]",364435109,[],2024-07-26T13:25:09,b9088912-7988-43e1-9c4f-42f6f7aaf7cb,0.085,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-14,,,1721968085444.jpg,,,Janaki,2.5,,784.13,28.57497091720323 81.12545616924763 0.0 0.0; 28.57510900797813 81.12568784505129 0.0 0.0; 28.57490849658023 81.12590745091438 0.0 0.0; 28.574791899468284 81.1256717517972 0.0 0.0; 28.57497091720323 81.12545616924763 0.0 0.0,784.1344502206305,2024-06-21,,,2941.18,,,235.29,176.47,fallow,,summer
812,28.5749229 81.1256755 104.42315673828125 4.704,Yes,"[28.5749229, 81.1256755]",364435109,[],2024-07-26T13:25:09,b9088912-7988-43e1-9c4f-42f6f7aaf7cb,0.085,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-14,,,1721968085444.jpg,,,Janaki,2.5,,784.13,28.57497091720323 81.12545616924763 0.0 0.0; 28.57510900797813 81.12568784505129 0.0 0.0; 28.57490849658023 81.12590745091438 0.0 0.0; 28.574791899468284 81.1256717517972 0.0 0.0; 28.57497091720323 81.12545616924763 0.0 0.0,784.1344502206305,2024-06-21,,,2941.18,,,235.29,176.47,rice,2941.18,monsoon
813,28.5736323 81.1259923 106.910888671875 3.35,Yes,"[28.5736323, 81.1259923]",364435115,[],2024-07-26T13:25:10,4b19fa95-b72d-4efe-9ab8-6eee5b2e5d83,0.068,rice,fallow,,,wheat,,,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-19,,2024-03-30,1721968620667.jpg,,,Janaki,2.0,,775.9,28.573835857163637 81.12571198493242 0.0 0.0; 28.573631221171304 81.12551283091307 0.0 0.0; 28.5734763453211 81.12565364688635 0.0 0.0; 28.573631221171304 81.12590946257114 0.0 0.0; 28.573835857163637 81.12571198493242 0.0 0.0,775.8950351845253,2024-06-28,,2023-11-24,3676.47,,,5882.35,,wheat,5882.35,winter
813,28.5736323 81.1259923 106.910888671875 3.35,Yes,"[28.5736323, 81.1259923]",364435115,[],2024-07-26T13:25:10,4b19fa95-b72d-4efe-9ab8-6eee5b2e5d83,0.068,rice,fallow,,,wheat,,,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-19,,2024-03-30,1721968620667.jpg,,,Janaki,2.0,,775.9,28.573835857163637 81.12571198493242 0.0 0.0; 28.573631221171304 81.12551283091307 0.0 0.0; 28.5734763453211 81.12565364688635 0.0 0.0; 28.573631221171304 81.12590946257114 0.0 0.0; 28.573835857163637 81.12571198493242 0.0 0.0,775.8950351845253,2024-06-28,,2023-11-24,3676.47,,,5882.35,,fallow,,summer
813,28.5736323 81.1259923 106.910888671875 3.35,Yes,"[28.5736323, 81.1259923]",364435115,[],2024-07-26T13:25:10,4b19fa95-b72d-4efe-9ab8-6eee5b2e5d83,0.068,rice,fallow,,,wheat,,,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-19,,2024-03-30,1721968620667.jpg,,,Janaki,2.0,,775.9,28.573835857163637 81.12571198493242 0.0 0.0; 28.573631221171304 81.12551283091307 0.0 0.0; 28.5734763453211 81.12565364688635 0.0 0.0; 28.573631221171304 81.12590946257114 0.0 0.0; 28.573835857163637 81.12571198493242 0.0 0.0,775.8950351845253,2024-06-28,,2023-11-24,3676.47,,,5882.35,,rice,3676.47,monsoon
814,28.573169 81.1278778 114.2279052734375 4.531,Yes,"[28.573169, 81.1278778]",364435138,[],2024-07-26T13:25:14,6c6a8a46-0532-48aa-a391-78704977229e,0.17,rice,fallow,,,wheat,,,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-24,,2024-03-26,1721970254249.jpg,,,Janaki,5.0,,1526.13,28.572911017088728 81.12777896225452 0.0 0.0; 28.57311712669199 81.12759757786989 0.0 0.0; 28.57338153527747 81.12806998193264 0.0 0.0; 28.573151870842484 81.12821515649557 0.0 0.0; 28.572911017088728 81.12777896225452 0.0 0.0,1526.1317270471918,2024-06-23,,2023-11-27,4411.76,,,4117.65,,wheat,4117.65,winter
814,28.573169 81.1278778 114.2279052734375 4.531,Yes,"[28.573169, 81.1278778]",364435138,[],2024-07-26T13:25:14,6c6a8a46-0532-48aa-a391-78704977229e,0.17,rice,fallow,,,wheat,,,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-24,,2024-03-26,1721970254249.jpg,,,Janaki,5.0,,1526.13,28.572911017088728 81.12777896225452 0.0 0.0; 28.57311712669199 81.12759757786989 0.0 0.0; 28.57338153527747 81.12806998193264 0.0 0.0; 28.573151870842484 81.12821515649557 0.0 0.0; 28.572911017088728 81.12777896225452 0.0 0.0,1526.1317270471918,2024-06-23,,2023-11-27,4411.76,,,4117.65,,fallow,,summer
814,28.573169 81.1278778 114.2279052734375 4.531,Yes,"[28.573169, 81.1278778]",364435138,[],2024-07-26T13:25:14,6c6a8a46-0532-48aa-a391-78704977229e,0.17,rice,fallow,,,wheat,,,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-24,,2024-03-26,1721970254249.jpg,,,Janaki,5.0,,1526.13,28.572911017088728 81.12777896225452 0.0 0.0; 28.57311712669199 81.12759757786989 0.0 0.0; 28.57338153527747 81.12806998193264 0.0 0.0; 28.573151870842484 81.12821515649557 0.0 0.0; 28.572911017088728 81.12777896225452 0.0 0.0,1526.1317270471918,2024-06-23,,2023-11-27,4411.76,,,4117.65,,rice,4411.76,monsoon
815,28.5711722 81.1287549 120.2596435546875 4.878,Yes,"[28.5711722, 81.1287549]",364435146,[],2024-07-26T13:25:15,b12a3665-c7e0-406a-b8da-5d53363f18ea,0.136,rice,fallow,,,wheat,,,collect:LLNaKLeB0b9ZpKBh,Kailali,Aakriti Acharya,2024-10-29,,2024-03-30,1721971624902.jpg,,,Janaki,4.0,,988.89,28.57094117779597 81.12865939736366 0.0 0.0; 28.571098412959397 81.12895745784044 0.0 0.0; 28.571321898489636 81.12880021333694 0.0 0.0; 28.5712259087153 81.12854707986116 0.0 0.0; 28.571106068598077 81.12856786698103 0.0 0.0; 28.57094117779597 81.12865939736366 0.0 0.0,988.8932959921611,2024-07-01,,2023-11-27,3676.47,,,2573.53,,wheat,2573.53,winter
